Date,No1,No2,No3,No4,No5,No6,Lucky,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Division 8 Winners,Division 8 Prize
08/03/2014,7,27,28,31,33,35,1,0,0,0,0,4,26716.4,26,1000,312,194.85,1741,87.2,5098,30.1,31842,9.6
05/03/2014,3,16,22,23,40,42,6,0,0,0,0,8,9039.75,32,1000,287,166.3,1597,74.6,4354,27.65,25647,9.4
01/03/2014,5,22,23,25,33,35,3,1,4242233.8,0,0,15,6312.95,46,1000,586,109.85,2208,72.8,8563,18.95,31584,10.25
26/02/2014,5,9,18,21,26,33,1,0,0,0,0,9,5828.95,59,1000,348,146.55,2319,54.9,4907,26.25,32009,8.05
22/02/2014,5,34,35,36,37,38,2,0,0,0,0,11,7300.35,52,1000,218,277.7,1076,140.45,4191,36.45,21003,14.55
19/02/2014,10,15,17,22,26,42,5,0,0,0,0,8,7764.05,44,1000,413,117.55,1727,70.2,6113,20.05,26307,9.3
15/02/2014,5,11,20,25,28,32,2,0,0,0,0,8,11828.6,36,1000,454,131.65,1969,75.8,6808,22.15,31269,9.65
12/02/2014,5,6,15,25,27,37,3,1,5909159,0,0,6,14221.5,34,1000,431,126.7,1708,79.8,6553,21,25666,10.7
08/02/2014,5,9,10,12,25,41,6,0,0,0,0,7,15071.2,43,1000,383,177.4,2289,74.1,5669,30.25,35959,9.5
05/02/2014,2,11,16,29,35,36,6,0,0,0,0,6,15082.15,28,1000,261,207.75,1419,95.4,4698,29.1,25042,10.9
01/02/2014,3,8,14,19,21,42,3,0,0,0,0,15,6703.6,45,1000,674,98.8,1948,85.35,9871,17,34173,9.8
29/01/2014,4,12,17,22,33,34,2,0,0,0,0,14,4342.3,56,1000,416,128.45,1933,69.05,6257,21.55,28806,9.35
25/01/2014,10,19,27,28,34,36,5,0,0,0,0,7,14872.75,36,1000,412,155.6,1853,86.4,6897,23.45,31222,10.35
22/01/2014,4,6,16,20,26,42,5,0,0,1,1000000,11,6074.1,46,1000,354,145.8,1952,66.05,5757,22.6,28984,9
18/01/2014,1,11,22,24,25,34,2,1,12709051.9,0,0,12,5277.75,73,1000,599,137.65,2899,71,8898,23.4,41360,10.05
15/01/2014,6,17,19,22,31,35,5,0,0,0,0,14,3707.15,49,1000,471,143.45,2047,82.4,6928,24.6,32298,10.55
11/01/2014,5,10,19,25,31,38,5,0,0,0,0,8,7828.35,51,1000,593,137.5,2040,99.75,8251,24.95,33903,12.1
08/01/2014,6,8,20,26,36,40,4,0,0,0,0,14,3540.95,55,1000,475,135.85,2282,70.6,6332,25.7,34454,9.45
04/01/2014,7,18,19,29,38,41,3,0,0,0,0,8,6973.25,57,1000,549,132.25,2085,86.95,8109,22.6,31653,11.55
01/01/2014,2,5,7,15,29,42,1,0,0,0,0,16,2922.8,55,1000,386,157.7,2487,61.1,5724,26.85,34882,8.8
28/12/2013,2,7,14,23,33,42,4,0,0,0,0,15,3545.25,95,1000,491,141,2903,59.55,6834,25.55,38663,9
25/12/2013,19,20,22,24,27,37,2,0,0,0,0,9,4845.35,18,1000,331,171.5,1355,104.6,5057,28.3,23996,11.9
21/12/2013,2,24,26,30,32,39,2,0,0,0,0,7,7667.25,29,1000,384,181.95,1630,107,6430,27.4,28319,12.45
18/12/2013,6,8,18,30,32,39,3,0,0,0,0,8,5347,44,1000,425,131,1720,80.85,6797,20.65,26605,10.55
14/12/2013,7,23,26,30,37,42,6,0,0,0,0,9,5971.4,51,1000,315,222.1,1835,95.2,5409,32.65,30702,11.5
11/12/2013,11,13,20,23,31,33,5,0,0,1,1000000,10,4170.25,64,1000,507,107.05,2507,54.05,6636,20.65,30581,8.95
07/12/2013,14,15,21,28,37,38,4,0,0,1,1000000,7,7313.8,38,1000,387,172.2,1807,92.1,6128,27.45,31761,10.55
04/12/2013,6,10,12,25,28,40,2,0,0,0,0,10,4418.7,58,1000,444,129.55,2402,59.8,6987,20.75,33166,8.75
30/11/2013,6,17,18,22,23,26,3,1,34545010.4,1,1000000,16,6864.95,67,1000,1023,139.75,4143,86.15,17300,20.85,68991,10.45
27/11/2013,9,19,27,32,35,36,2,0,0,0,0,25,3758.7,86,1000,1084,112.85,5097,59.9,14489,21.3,68014,9.05
23/11/2013,1,3,4,7,16,25,2,0,0,0,0,20,5114,110,1000,819,162.55,4325,76.85,12844,26.15,63976,10.5
20/11/2013,1,7,17,21,24,35,5,0,0,0,0,14,5846.35,71,1000,831,128.2,3891,68.35,12228,22,56919,9.45
16/11/2013,4,13,15,16,29,30,1,0,0,0,0,17,5437.2,104,1000,631,190.7,3761,79.85,9416,32.25,59913,10.1
13/11/2013,4,6,9,17,30,39,5,0,0,0,0,18,4223.55,78,1000,718,137.85,3420,72.25,10712,23.3,52937,9.4
09/11/2013,5,19,25,30,38,42,5,0,0,0,0,13,6598.2,54,1000,647,172.6,2750,101.35,10539,26.75,46045,12.2
06/11/2013,5,22,24,32,39,42,3,0,0,0,0,20,3406.85,55,1000,753,117.8,2985,74.2,10664,21,42697,10.45
02/11/2013,4,7,11,20,27,33,5,0,0,1,1000000,11,7002.35,98,1000,869,115.4,4287,58.4,12142,20.85,57949,8.7
30/10/2013,2,20,24,33,35,39,2,0,0,0,0,5,12802.1,57,1000,608,137.05,2638,78.85,8595,24.45,38737,10.85
26/10/2013,6,20,21,28,37,40,5,0,0,1,1000000,8,9121.2,53,1000,616,154.2,3150,75.3,9690,24.75,45666,10.5
23/10/2013,8,21,24,27,38,42,5,0,0,1,1000000,26,2183,72,1000,624,118.4,2644,69.75,8928,20.9,39705,9.4
19/10/2013,1,7,15,31,36,40,1,0,0,0,0,16,4107.65,58,1000,491,174.25,2701,79.1,7358,29.35,41224,10.45
16/10/2013,5,7,14,23,24,33,6,0,0,0,0,11,4941.7,66,1000,470,150.55,2792,63.3,6685,26.7,38778,9.2
12/10/2013,4,7,18,19,26,37,4,0,0,0,0,14,4601.5,49,1000,556,150.8,2587,80.95,7670,27.6,38807,10.9
09/10/2013,1,2,12,29,31,39,4,0,0,0,0,11,4619.55,47,1000,305,216.9,1933,85.45,5133,32.5,29174,11.45
05/10/2013,6,16,20,25,28,40,1,0,0,0,0,11,5454.2,79,1000,498,156.8,3389,57.55,6806,28.95,43610,9.05
02/10/2013,8,11,29,32,36,38,5,0,0,0,0,11,4477.65,42,1000,480,133.55,2146,74.6,7271,22.25,32704,9.9
28/09/2013,1,5,17,18,19,23,3,0,0,0,0,9,6420.6,44,1000,538,139.8,2015,93.2,8772,21.65,32853,11.55
25/09/2013,2,12,13,17,26,34,2,0,0,0,0,12,3845.75,48,1000,478,125.7,2144,69.95,6984,21.7,30771,9.85
21/09/2013,4,5,22,31,35,36,1,0,0,0,0,3,17692.05,34,1000,272,254,1817,94.95,5134,33.95,31729,10.95
18/09/2013,6,16,21,31,37,42,3,0,0,0,0,14,2974,43,1000,516,105.05,2173,62.25,6068,22.55,23579,11.6
14/09/2013,3,12,14,16,19,23,2,0,0,0,0,8,6564.3,39,1000,470,145.45,2235,76.35,6915,24.95,33236,10.35
11/09/2013,1,4,15,23,26,30,1,0,0,0,0,10,4104.1,33,1000,300,178.1,1847,72.2,4583,29.4,26282,10.25
07/09/2013,1,8,21,24,25,26,6,0,0,0,0,7,7039.8,46,1000,318,201.7,1930,83,5336,30.35,31269,10.35
04/09/2013,1,13,15,20,24,37,5,0,0,0,0,9,4448.1,16,1000,267,195.15,1207,107.8,4557,28.85,21467,12.25
31/08/2013,3,24,29,30,36,40,4,0,0,0,0,4,12098.45,38,1000,280,225,1564,100.55,4780,33.25,28041,11.3
28/08/2013,6,7,12,25,41,42,2,0,0,0,0,8,5040.25,38,1000,320,164.05,1516,86.45,5061,26.15,24299,10.9
24/08/2013,12,14,19,23,32,34,3,0,0,1,1000000,17,2813.85,56,1000,522,119.3,1867,83.25,7296,21.55,28169,11.15
21/08/2013,12,14,15,21,22,28,4,0,0,0,0,4,9437.3,26,1000,277,177.4,1542,79.55,4895,25.35,26904,9.2
17/08/2013,2,4,11,17,20,40,4,0,0,0,0,10,4403.25,45,1000,368,155.75,2116,67.65,6124,23.6,31332,9.2
14/08/2013,6,11,18,28,38,40,3,0,0,0,0,12,3086.6,32,1000,418,115.35,1594,75.5,6391,19.05,24097,10.1
10/08/2013,13,25,27,30,32,42,6,0,0,0,0,5,8823.7,25,1000,310,185.25,1759,81.5,5296,27.35,29177,9.9
07/08/2013,1,15,18,21,36,39,2,1,22478600.55,0,0,6,8851.4,43,1000,386,179.1,2079,83,6458,27,32524,10.7
03/08/2013,8,10,18,34,37,41,1,0,0,0,0,7,8124.85,62,1000,390,189.85,2145,86.15,5864,31.85,33967,11
31/07/2013,3,8,9,21,30,31,6,0,0,0,0,12,4510.95,67,1000,488,144.4,2969,59.25,6881,25.85,41942,8.45
27/07/2013,4,7,22,24,30,32,2,0,0,0,0,16,3622.25,50,1000,491,153.65,2389,78.85,7439,25.6,36410,10.45
24/07/2013,4,6,7,25,27,40,4,0,0,0,0,11,4361.8,50,1000,484,129.05,2139,72.9,6436,24.5,32753,9.6
20/07/2013,8,10,26,28,31,40,5,0,0,0,0,15,3758.85,65,1000,535,137.2,2821,64.95,8426,22,39055,9.45
17/07/2013,12,14,20,22,36,40,4,0,0,0,0,7,6721.5,46,1000,374,163.75,1816,84.2,5228,29.55,29357,10.5
13/07/2013,1,26,28,31,36,40,4,0,0,0,0,6,9378.25,27,1000,386,189.75,2304,79.35,6093,30.35,32764,11.25
10/07/2013,6,8,9,17,30,32,2,0,0,0,0,7,6630.2,40,1000,429,140.85,2305,65.45,7032,21.7,33000,9.25
06/07/2013,11,12,17,19,21,31,6,0,0,0,0,16,3521,62,1000,452,162.25,2715,67.45,7120,26,41582,8.9
03/07/2013,9,15,24,29,40,42,3,0,0,0,0,9,5239.95,55,1000,495,124,1984,77.25,8064,19.2,31150,9.95
29/06/2013,1,6,18,27,28,42,3,0,0,0,0,14,4048,70,1000,756,97.6,2802,65.75,10077,18.45,39255,9.45
26/06/2013,14,17,20,21,29,31,6,0,0,1,1000000,7,6911.45,38,1000,312,201.85,2047,76.8,5112,31.1,32630,9.75
22/06/2013,8,9,14,16,37,42,6,0,0,0,0,5,10921.6,30,1000,291,244.3,1679,105.7,5557,32.3,32445,11.05
19/06/2013,8,21,24,32,34,37,4,0,0,0,0,17,2553.1,75,1000,396,142.65,2247,62.8,5492,25.95,29974,9.5
15/06/2013,8,16,22,26,38,39,5,0,0,1,1000000,19,2790.6,72,1000,734,94.05,2890,59.65,7847,22.2,36621,9.5
12/06/2013,1,3,13,30,38,39,5,0,0,0,0,5,8561.1,28,1000,272,204.85,1590,87.5,4917,28.6,25529,11
08/06/2013,1,4,24,29,34,41,5,0,0,0,0,10,5194,25,1000,336,201.25,1695,99.6,6195,27.55,29578,11.5
05/06/2013,1,6,7,9,13,33,6,0,0,0,0,13,3232.4,69,1000,563,97.15,2925,46.7,6493,21.25,36990,7.45
01/06/2013,1,3,11,22,40,42,6,0,0,0,0,25,2093.75,104,928.5,582,117.05,3620,47,7188,23.9,43712,7.85
29/05/2013,10,23,26,31,32,39,6,0,0,0,0,8,5456.55,23,1000,312,182.15,1516,93.6,4428,32.4,25859,11.05
25/05/2013,7,9,11,17,18,37,2,0,0,0,0,10,5202.5,25,1000,439,154.25,2229,75.85,7056,24.2,34492,9.9
22/05/2013,11,23,34,37,38,39,4,0,0,0,0,1,39309.05,23,1000,311,164.55,1466,87.15,4398,29.35,23757,10.85
18/05/2013,4,23,24,28,29,31,1,0,0,0,0,3,16490.35,23,1000,245,262.85,1375,116.95,4409,36.85,27370,11.85
15/05/2013,1,4,8,14,39,40,3,0,0,0,0,6,6624.85,24,1000,328,157.75,1389,93,5905,22.1,23879,10.9
11/05/2013,1,2,5,9,11,24,1,0,0,0,0,10,4919.55,91,997.35,545,117.5,3086,51.8,6922,23.35,38787,8.3
08/05/2013,2,13,17,30,34,38,1,1,32333250.6,0,0,12,6448.65,65,1000,502,200.65,3170,79.35,7539,33.7,46907,10.8
04/05/2013,2,27,28,36,37,38,6,0,0,1,1000000,10,8562.85,55,1000,451,247.15,2793,99.65,8076,34.8,48051,11.7
01/05/2013,13,15,17,18,24,26,1,0,0,0,0,13,4986.5,54,1000,448,188.35,2585,81.5,6898,30.85,41420,10.25
27/04/2013,1,3,7,11,39,40,2,0,0,2,500000,9,8444.35,66,1000,624,158.55,3398,72.7,10200,24.45,51432,9.7
24/04/2013,4,6,7,21,26,39,6,0,0,0,0,10,6242.75,64,1000,495,164.15,2818,72,7342,27.95,44647,9.15
20/04/2013,5,11,21,22,27,32,6,0,0,0,0,9,8276.3,102,1000,578,167.75,4038,59.95,9024,27.1,60863,8.05
17/04/2013,11,28,33,35,36,42,6,0,0,0,0,7,8697.25,47,1000,423,187.35,2671,74.1,7094,28.2,45304,8.8
13/04/2013,1,2,9,21,22,26,6,0,0,0,0,9,8067.3,74,1000,569,166.1,3598,65.6,7988,29.85,54819,8.7
10/04/2013,3,6,24,32,38,39,6,0,0,0,0,8,7827.35,38,1000,347,234.9,1894,107.45,5933,34.65,34928,11.75
06/04/2013,18,21,24,30,31,34,6,0,0,1,1000000,17,4410.9,90,1000,535,182.45,3236,75.3,7837,31.45,47086,10.45
03/04/2013,10,11,13,34,39,41,4,0,0,1,1000000,9,6539.25,47,1000,395,193.95,2286,83.65,6806,28.4,37059,10.4
30/03/2013,7,11,17,23,27,39,3,0,0,0,0,37,1919.2,139,942.45,1449,63.8,4503,51.25,15664,14.9,52467,8.9
27/03/2013,10,18,21,23,34,36,1,0,0,1,1000000,5,12430.6,91,1000,465,174,3004,67.25,6366,32.05,42645,9.55
23/03/2013,1,9,10,11,34,42,5,0,0,0,0,20,3340.65,76,1000,665,130.8,3437,63.2,10416,21.05,50630,8.65
20/03/2013,12,19,21,32,36,41,6,0,0,0,0,11,5014.65,56,1000,436,164.7,2485,72.15,6388,28.35,36382,9.95
16/03/2013,8,19,22,29,31,34,4,0,0,0,0,20,3292.05,81,1000,673,127.35,3374,63.4,8987,24.05,47280,9.15
13/03/2013,3,15,18,20,25,38,2,0,0,0,0,9,6107.35,38,1000,409,174.95,2032,87.9,6575,27.45,32525,11.1
09/03/2013,3,13,26,27,33,40,2,0,0,0,0,15,4197.75,87,1000,655,125.15,3462,59.1,9535,21.7,47958,8.6
06/03/2013,2,4,11,18,20,33,5,0,0,0,0,12,4293.75,49,1000,443,151.4,2437,68.7,7040,24.05,34645,9.75
02/03/2013,6,18,22,28,32,33,2,0,0,1,1000000,7,9068.2,27,1000,589,140.3,2670,77.25,9942,20.95,43862,9.5
27/02/2013,11,17,21,23,34,39,1,0,0,1,1000000,9,5657.35,85,1000,416,159.3,2871,57.65,6296,26.55,39616,8.45
23/02/2013,15,17,25,28,36,39,4,0,0,2,500000,18,3416.6,107,1000,589,135.9,3130,63.85,7546,26.75,40883,9.85
20/02/2013,4,16,20,30,34,35,1,0,0,0,0,9,5365.85,56,1000,331,189.9,2012,78,4846,32.75,30459,10.4
16/02/2013,11,12,21,22,25,33,3,0,0,0,0,12,4605.7,55,1000,722,99.65,2565,70.05,10483,17.3,39313,9.2
13/02/2013,13,21,25,26,32,40,1,0,0,0,0,6,7570.15,36,1000,283,208.9,1690,87.35,4681,31.85,28264,10.55
09/02/2013,2,11,12,13,30,38,3,0,0,0,0,7,7788.95,33,1000,449,158.05,1925,92.05,7687,23.3,30968,11.55
06/02/2013,4,6,26,36,37,39,5,0,0,0,0,3,14455.85,22,1000,260,217.15,1437,98.1,4512,31.55,23709,12
02/02/2013,12,15,21,33,34,41,5,0,0,0,0,10,5389.35,35,1000,560,125.3,2380,73.6,8531,20.75,36228,9.75
30/01/2013,3,6,10,16,24,25,3,0,0,0,0,12,3568.6,42,1000,560,99.55,1897,73.35,7623,18.45,27016,10.4
26/01/2013,4,7,9,27,29,34,3,0,0,0,0,15,3515.45,73,1000,754,91.05,2642,64.85,10718,16.15,37402,9.25
23/01/2013,5,12,22,23,27,40,2,0,0,1,1000000,7,5910.4,37,1000,403,133.65,1889,71.2,6326,21.5,28687,9.45
19/01/2013,2,17,21,23,33,35,6,0,0,0,0,9,5584.05,82,1000,432,151.45,2729,59.85,5810,28.4,37647,8.75
16/01/2013,8,9,10,29,39,40,4,0,0,1,1000000,7,5896.4,35,1000,340,158,1715,78.2,5005,27.1,28740,9.4
12/01/2013,6,8,9,12,28,30,4,0,0,1,1000000,12,6185.05,83,1000,645,149.8,3489,69.15,9174,26.55,51531,9.45
